"source_merchant_id","source_business_id","merchant_name","mcc","declared_expected_volume_band","declared_expected_ticket_band","onboarded_date","status","settlement_source_account_id","operating_hours_declared","outlet_count"
"MER-00174","BUS-00360","Harapan Utama - Department Stores","5311","50M_250M","250K_1M","2024-02-09","ACTIVE","ACC-0012283","08:00-17:00","5"
"MER-00175","BUS-00544","Sentosa Bersama - Colleges and Universities","8220","50M_250M","GT_1M","2025-10-30","ACTIVE","ACC-0012528","08:00-17:00","11"
"MER-00176","BUS-00532","Lestari Utama - Drug Stores","5912","GT_1B","50K_250K","2025-08-01","ACTIVE","ACC-0012510","08:00-17:00","6"
"MER-00177","BUS-00643","Cemerlang Digital - Book Stores","5942","GT_1B","50K_250K","2023-11-25","ACTIVE","ACC-0012658","08:00-17:00","3"
"MER-00178","BUS-00757","Makmur Logistik - Quasi Cash","6051","50M_250M","GT_1M","2025-10-02","ACTIVE","ACC-0012807","08:00-17:00","3"
"MER-00179","BUS-00534","Cemerlang Digital - Betting-adjacent (restricted)","7995","50M_250M","GT_1M","2024-09-02","ACTIVE","ACC-0012514","10:00-22:00","11"
"MER-00180","BUS-00188","Abadi Niaga - Service Stations","5541","GT_1B","50K_250K","2023-09-19","ACTIVE","ACC-0012067","08:00-17:00","7"
"MER-00181","BUS-00153","Lestari Digital - Service Stations","5541","250M_1B","50K_250K","2025-11-21","ACTIVE","ACC-0012024","09:00-21:00","7"
"MER-00182","BUS-00005","Sentosa Niaga - Book Stores","5942","GT_1B","50K_250K","2025-07-13","ACTIVE","ACC-0011835","09:00-21:00","7"
"MER-00183","BUS-00090","Sentosa Digital - Misc Retail","5999","LT_50M","50K_250K","2024-07-14","ACTIVE","ACC-0011941","08:00-17:00","8"
"MER-00184","BUS-00015","Abadi Bersama - Precious Stones and Metals","5094","50M_250M","GT_1M","2026-01-06","ACTIVE","ACC-0011848","00:00-23:59","10"
"MER-00185","BUS-00936","Berkah Niaga - Hospitals","8062","250M_1B","250K_1M","2023-10-02","ACTIVE","ACC-0013038","09:00-21:00","8"
"MER-00186","BUS-00378","Sejahtera Utama - Lodging","7011","LT_50M","250K_1M","2023-04-27","ACTIVE","ACC-0012307","09:00-21:00","9"
"MER-00187","BUS-00065","Makmur Digital - Drug Stores","5912","50M_250M","50K_250K","2024-02-28","ACTIVE","ACC-0011909","08:00-17:00","5"
"MER-00188","BUS-01180","Lestari Logistik - Family Clothing","5651","250M_1B","50K_250K","2025-06-13","ACTIVE","ACC-0013355","08:00-17:00","1"
"MER-00189","BUS-00350","Jaya Utama - Utilities","4900","250M_1B","250K_1M","2024-08-13","ACTIVE","ACC-0012269","08:00-17:00","11"
"MER-00190","BUS-01159","Abadi Logistik - Betting-adjacent (restricted)","7995","GT_1B","GT_1M","2023-03-29","ACTIVE","ACC-0013326","09:00-21:00","8"
"MER-00191","BUS-00690","Abadi Utama - Fast Food","5814","LT_50M","LT_50K","2024-10-23","ACTIVE","ACC-0012724","00:00-23:59","4"
"MER-00192","BUS-01007","Berkah Nusantara - Taxicabs and Limousines","4121","GT_1B","LT_50K","2023-06-05","ACTIVE","ACC-0013130","10:00-22:00","11"
"MER-00193","BUS-00221","Sinar Nusantara - Taxicabs and Limousines","4121","250M_1B","LT_50K","2023-02-26","ACTIVE","ACC-0012108","10:00-22:00","3"
"MER-00194","BUS-00588","Lestari Bersama - Computer Network Services","4816","LT_50M","50K_250K","2026-01-22","ACTIVE","ACC-0012587","08:00-17:00","7"
"MER-00195","BUS-00677","Cemerlang Niaga - Drug Stores","5912","250M_1B","50K_250K","2024-02-28","ACTIVE","ACC-0012703","10:00-22:00","10"
"MER-00196","BUS-00091","Jaya Utama - Family Clothing","5651","50M_250M","50K_250K","2025-05-04","ACTIVE","ACC-0011942","09:00-21:00","4"
"MER-00197","BUS-01168","Lestari Utama - Fast Food","5814","LT_50M","LT_50K","2024-02-25","ACTIVE","ACC-0013339","09:00-21:00","4"
"MER-00198","BUS-00419","Sinar Perkasa - Computer Network Services","4816","250M_1B","50K_250K","2024-07-17","CLOSED","ACC-0012360","00:00-23:59","2"
"MER-00199","BUS-00039","Sentosa Perkasa - Department Stores","5311","GT_1B","250K_1M","2023-11-08","ACTIVE","ACC-0011878","10:00-22:00","2"
"MER-00200","BUS-00841","Sentosa Logistik - Electronics Stores","5732","LT_50M","GT_1M","2025-06-08","ACTIVE","ACC-0012917","09:00-21:00","4"
"MER-00201","BUS-00970","Lestari Logistik - Family Clothing","5651","GT_1B","50K_250K","2023-04-20","ACTIVE","ACC-0013081","10:00-22:00","9"
"MER-00202","BUS-00364","Lestari Nusantara - Drug Stores","5912","LT_50M","50K_250K","2024-06-02","ACTIVE","ACC-0012288","08:00-17:00","9"
"MER-00203","BUS-00481","Sejahtera Niaga - Precious Stones and Metals","5094","LT_50M","GT_1M","2023-11-19","ACTIVE","ACC-0012444","09:00-21:00","6"
"MER-00204","BUS-00024","Jaya Logistik - Precious Stones and Metals","5094","50M_250M","GT_1M","2024-09-25","ACTIVE","ACC-0011859","00:00-23:59","11"
"MER-00205","BUS-01182","Abadi Perkasa - Family Clothing","5651","LT_50M","50K_250K","2023-03-28","ACTIVE","ACC-0013358","00:00-23:59","7"
"MER-00206","BUS-00614","Abadi Digital - Department Stores","5311","50M_250M","250K_1M","2024-01-08","SUSPENDED","ACC-0012621","09:00-21:00","6"
"MER-00207","BUS-00290","Abadi Perkasa - Travel Agencies","4722","50M_250M","GT_1M","2023-11-06","ACTIVE","ACC-0012197","10:00-22:00","4"
"MER-00208","BUS-00387","Sejahtera Perkasa - Motion Picture Theatres","7832","LT_50M","50K_250K","2024-11-21","ACTIVE","ACC-0012318","09:00-21:00","7"
"MER-00209","BUS-01164","Sentosa Bersama - Utilities","4900","50M_250M","250K_1M","2026-02-14","ACTIVE","ACC-0013334","00:00-23:59","11"
"MER-00210","BUS-00128","Harapan Bersama - Misc Retail","5999","GT_1B","50K_250K","2023-07-06","ACTIVE","ACC-0011990","10:00-22:00","10"
"MER-00211","BUS-00765","Jaya Nusantara - Computer Network Services","4816","50M_250M","50K_250K","2024-12-05","ACTIVE","ACC-0012819","10:00-22:00","3"
"MER-00212","BUS-01154","Mandiri Digital - Colleges and Universities","8220","50M_250M","GT_1M","2023-07-05","ACTIVE","ACC-0013319","10:00-22:00","4"
"MER-00213","BUS-00174","Cemerlang Bersama - Cosmetic Stores","5977","250M_1B","50K_250K","2023-03-06","ACTIVE","ACC-0012050","10:00-22:00","1"
"MER-00214","BUS-00259","Sentosa Perkasa - Quasi Cash","6051","LT_50M","GT_1M","2022-12-22","ACTIVE","ACC-0012156","00:00-23:59","10"
"MER-00215","BUS-00757","Makmur Logistik - Beauty Shops","7230","250M_1B","50K_250K","2024-03-06","ACTIVE","ACC-0012807","10:00-22:00","1"
"MER-00216","BUS-00578","Mandiri Bersama - Motion Picture Theatres","7832","250M_1B","50K_250K","2025-07-12","ACTIVE","ACC-0012573","08:00-17:00","3"
"MER-00217","BUS-00133","Sentosa Digital - Eating Places","5812","250M_1B","50K_250K","2023-08-10","ACTIVE","ACC-0011996","09:00-21:00","4"
"MER-00218","BUS-00042","Mandiri Bersama - Cosmetic Stores","5977","250M_1B","50K_250K","2024-03-13","ACTIVE","ACC-0011882","00:00-23:59","4"
"MER-00219","BUS-00720","Abadi Digital - Book Stores","5942","LT_50M","50K_250K","2025-07-30","ACTIVE","ACC-0012762","08:00-17:00","6"
"MER-00220","BUS-01061","Lestari Digital - Computers and Peripherals","5045","GT_1B","GT_1M","2023-05-25","ACTIVE","ACC-0013198","00:00-23:59","3"
"MER-00221","BUS-00914","Sinar Bersama - Fast Food","5814","250M_1B","LT_50K","2024-12-31","ACTIVE","ACC-0013012","08:00-17:00","7"
"MER-00222","BUS-00582","Sinar Perkasa - Grocery Stores","5411","GT_1B","50K_250K","2023-06-11","ACTIVE","ACC-0012578","08:00-17:00","4"
"MER-00223","BUS-01036","Sinar Logistik - Drug Stores","5912","250M_1B","50K_250K","2023-02-24","ACTIVE","ACC-0013165","10:00-22:00","1"
"MER-00224","BUS-00694","Maju Niaga - Computer Network Services","4816","50M_250M","50K_250K","2023-06-25","ACTIVE","ACC-0012728","10:00-22:00","6"
"MER-00225","BUS-00728","Maju Bersama - Cosmetic Stores","5977","50M_250M","50K_250K","2024-10-16","ACTIVE","ACC-0012772","09:00-21:00","3"
"MER-00226","BUS-00027","Abadi Digital - Second Hand Stores","5933","GT_1B","50K_250K","2023-04-26","ACTIVE","ACC-0011864","10:00-22:00","10"
"MER-00227","BUS-00026","Sinar Perkasa - Beauty Shops","7230","LT_50M","50K_250K","2025-12-08","ACTIVE","ACC-0011862","09:00-21:00","1"
"MER-00228","BUS-00709","Berkah Utama - Fast Food","5814","250M_1B","LT_50K","2024-03-24","ACTIVE","ACC-0012750","10:00-22:00","3"
"MER-00229","BUS-01118","Jaya Perkasa - Fast Food","5814","GT_1B","LT_50K","2025-07-13","ACTIVE","ACC-0013271","00:00-23:59","1"
"MER-00230","BUS-00517","Sentosa Logistik - Drug Stores","5912","250M_1B","50K_250K","2026-01-03","ACTIVE","ACC-0012489","00:00-23:59","11"
"MER-00231","BUS-00200","Maju Digital - Colleges and Universities","8220","GT_1B","GT_1M","2025-10-08","ACTIVE","ACC-0012082","10:00-22:00","6"
"MER-00232","BUS-00993","Sinar Perkasa - Second Hand Stores","5933","50M_250M","50K_250K","2023-07-09","ACTIVE","ACC-0013111","00:00-23:59","5"
"MER-00233","BUS-01164","Sentosa Bersama - Computers and Peripherals","5045","GT_1B","GT_1M","2025-04-22","ACTIVE","ACC-0013334","10:00-22:00","9"
"MER-00234","BUS-00839","Jaya Niaga - Lodging","7011","250M_1B","250K_1M","2025-10-19","ACTIVE","ACC-0012915","09:00-21:00","4"
"MER-00235","BUS-00199","Makmur Nusantara - Service Stations","5541","GT_1B","50K_250K","2025-10-15","ACTIVE","ACC-0012081","09:00-21:00","8"
"MER-00236","BUS-00923","Makmur Niaga - Eating Places","5812","50M_250M","50K_250K","2025-05-28","ACTIVE","ACC-0013023","10:00-22:00","4"
"MER-00237","BUS-00553","Jaya Bersama - Misc Retail","5999","LT_50M","50K_250K","2023-09-30","CLOSED","ACC-0012540","00:00-23:59","4"
"MER-00238","BUS-00763","Abadi Perkasa - Second Hand Stores","5933","50M_250M","50K_250K","2022-12-30","CLOSED","ACC-0012816","09:00-21:00","5"
"MER-00239","BUS-00225","Harapan Niaga - Drug Stores","5912","250M_1B","50K_250K","2026-02-06","ACTIVE","ACC-0012114","00:00-23:59","5"
"MER-00240","BUS-01074","Abadi Logistik - Second Hand Stores","5933","LT_50M","50K_250K","2025-08-19","ACTIVE","ACC-0013219","10:00-22:00","9"
"MER-00241","BUS-00584","Cemerlang Utama - Computers and Peripherals","5045","250M_1B","GT_1M","2023-10-30","ACTIVE","ACC-0012580","08:00-17:00","4"
"MER-00242","BUS-00508","Cemerlang Bersama - Grocery Stores","5411","GT_1B","50K_250K","2025-08-14","ACTIVE","ACC-0012479","09:00-21:00","2"
"MER-00243","BUS-00886","Sejahtera Niaga - Grocery Stores","5411","250M_1B","50K_250K","2024-11-12","ACTIVE","ACC-0012975","08:00-17:00","6"
"MER-00244","BUS-00730","Sinar Niaga - Computers and Peripherals","5045","LT_50M","GT_1M","2024-06-16","ACTIVE","ACC-0012774","10:00-22:00","6"
"MER-00245","BUS-00444","Sentosa Digital - Second Hand Stores","5933","250M_1B","50K_250K","2025-10-04","ACTIVE","ACC-0012392","00:00-23:59","1"
"MER-00246","BUS-00811","Harapan Logistik - Second Hand Stores","5933","GT_1B","50K_250K","2025-03-03","ACTIVE","ACC-0012876","10:00-22:00","1"
"MER-00247","BUS-00025","Maju Digital - Eating Places","5812","LT_50M","50K_250K","2024-06-03","ACTIVE","ACC-0011861","10:00-22:00","5"
"MER-00248","BUS-01130","Maju Bersama - Motion Picture Theatres","7832","50M_250M","50K_250K","2024-05-19","ACTIVE","ACC-0013287","10:00-22:00","5"
"MER-00249","BUS-00378","Sejahtera Utama - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2025-05-16","ACTIVE","ACC-0012307","10:00-22:00","2"
"MER-00250","BUS-00656","Sentosa Digital - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2024-06-05","ACTIVE","ACC-0012675","09:00-21:00","2"
"MER-00251","BUS-00795","Jaya Logistik - Drug Stores","5912","GT_1B","50K_250K","2023-07-07","ACTIVE","ACC-0012857","08:00-17:00","9"
"MER-00252","BUS-00702","Makmur Niaga - Family Clothing","5651","GT_1B","50K_250K","2025-02-22","SUSPENDED","ACC-0012741","00:00-23:59","4"
"MER-00253","BUS-01009","Lestari Perkasa - Hospitals","8062","250M_1B","250K_1M","2024-05-02","ACTIVE","ACC-0013133","09:00-21:00","2"
"MER-00254","BUS-00591","Jaya Utama - Computer Network Services","4816","250M_1B","50K_250K","2023-11-29","ACTIVE","ACC-0012592","10:00-22:00","9"
"MER-00255","BUS-01083","Maju Nusantara - Computer Network Services","4816","250M_1B","50K_250K","2023-09-02","ACTIVE","ACC-0013229","09:00-21:00","1"
"MER-00256","BUS-00951","Abadi Nusantara - Drug Stores","5912","50M_250M","50K_250K","2024-10-20","ACTIVE","ACC-0013058","09:00-21:00","11"
"MER-00257","BUS-00181","Sejahtera Niaga - Precious Stones and Metals","5094","50M_250M","GT_1M","2023-05-03","ACTIVE","ACC-0012060","08:00-17:00","3"
"MER-00258","BUS-00727","Sejahtera Nusantara - Fast Food","5814","50M_250M","LT_50K","2025-04-25","ACTIVE","ACC-0012771","09:00-21:00","1"
"MER-00259","BUS-01178","Sejahtera Utama - Misc Retail","5999","GT_1B","50K_250K","2025-04-04","ACTIVE","ACC-0013353","00:00-23:59","11"
"MER-00260","BUS-00912","Maju Digital - Colleges and Universities","8220","250M_1B","GT_1M","2025-09-05","ACTIVE","ACC-0013009","10:00-22:00","11"
"MER-00261","BUS-00526","Sejahtera Utama - Betting-adjacent (restricted)","7995","50M_250M","GT_1M","2025-04-06","ACTIVE","ACC-0012502","08:00-17:00","9"
"MER-00262","BUS-00247","Harapan Perkasa - Computers and Peripherals","5045","LT_50M","GT_1M","2025-11-26","ACTIVE","ACC-0012144","08:00-17:00","1"
"MER-00263","BUS-00545","Mandiri Bersama - Second Hand Stores","5933","250M_1B","50K_250K","2024-10-29","ACTIVE","ACC-0012529","08:00-17:00","1"
"MER-00264","BUS-00913","Sinar Logistik - Computers and Peripherals","5045","GT_1B","GT_1M","2023-10-14","ACTIVE","ACC-0013010","00:00-23:59","6"
"MER-00265","BUS-00829","Sinar Digital - Eating Places","5812","50M_250M","50K_250K","2024-10-15","ACTIVE","ACC-0012901","00:00-23:59","9"
"MER-00266","BUS-00246","Jaya Digital - Betting-adjacent (restricted)","7995","50M_250M","GT_1M","2024-11-15","ACTIVE","ACC-0012143","09:00-21:00","3"
"MER-00267","BUS-00141","Lestari Logistik - Computer Network Services","4816","GT_1B","50K_250K","2025-08-31","ACTIVE","ACC-0012006","00:00-23:59","4"
"MER-00268","BUS-00642","Abadi Utama - Misc Retail","5999","GT_1B","50K_250K","2024-06-22","CLOSED","ACC-0012657","00:00-23:59","1"
"MER-00269","BUS-01124","Sentosa Niaga - Travel Agencies","4722","GT_1B","GT_1M","2025-07-04","ACTIVE","ACC-0013278","10:00-22:00","4"
"MER-00270","BUS-00391","Maju Digital - Taxicabs and Limousines","4121","GT_1B","LT_50K","2024-08-19","ACTIVE","ACC-0012323","00:00-23:59","6"
"MER-00271","BUS-00804","Berkah Perkasa - Travel Agencies","4722","50M_250M","GT_1M","2023-11-30","ACTIVE","ACC-0012868","00:00-23:59","1"
"MER-00272","BUS-01087","Sentosa Bersama - Electronics Stores","5732","GT_1B","GT_1M","2023-01-31","ACTIVE","ACC-0013233","09:00-21:00","5"
"MER-00273","BUS-00167","Sejahtera Nusantara - Eating Places","5812","50M_250M","50K_250K","2026-02-08","ACTIVE","ACC-0012042","08:00-17:00","5"
"MER-00274","BUS-00242","Sinar Utama - Electronics Stores","5732","LT_50M","GT_1M","2024-01-29","ACTIVE","ACC-0012138","08:00-17:00","6"
"MER-00275","BUS-00821","Jaya Bersama - Misc Retail","5999","50M_250M","50K_250K","2023-08-24","ACTIVE","ACC-0012889","00:00-23:59","8"
"MER-00276","BUS-00053","Sentosa Nusantara - Eating Places","5812","LT_50M","50K_250K","2024-03-09","ACTIVE","ACC-0011897","10:00-22:00","10"
"MER-00277","BUS-01123","Cemerlang Nusantara - Book Stores","5942","250M_1B","50K_250K","2025-01-15","ACTIVE","ACC-0013277","00:00-23:59","10"
"MER-00278","BUS-00494","Sinar Utama - Drug Stores","5912","250M_1B","50K_250K","2025-12-21","ACTIVE","ACC-0012462","10:00-22:00","4"
"MER-00279","BUS-00197","Makmur Nusantara - Precious Stones and Metals","5094","GT_1B","GT_1M","2024-02-11","ACTIVE","ACC-0012078","10:00-22:00","3"
"MER-00280","BUS-00447","Sentosa Utama - Lodging","7011","250M_1B","250K_1M","2023-04-01","ACTIVE","ACC-0012397","09:00-21:00","1"
"MER-00281","BUS-00109","Harapan Perkasa - Fast Food","5814","250M_1B","LT_50K","2024-03-25","ACTIVE","ACC-0011967","09:00-21:00","5"
"MER-00282","BUS-00051","Sinar Perkasa - Computer Network Services","4816","250M_1B","50K_250K","2025-09-06","ACTIVE","ACC-0011895","08:00-17:00","4"
"MER-00283","BUS-00103","Sentosa Nusantara - Drug Stores","5912","250M_1B","50K_250K","2024-07-06","ACTIVE","ACC-0011960","08:00-17:00","7"
"MER-00284","BUS-00121","Makmur Digital - Electronics Stores","5732","50M_250M","GT_1M","2023-02-24","ACTIVE","ACC-0011981","00:00-23:59","4"
"MER-00285","BUS-00298","Berkah Perkasa - Taxicabs and Limousines","4121","250M_1B","LT_50K","2025-04-25","CLOSED","ACC-0012206","08:00-17:00","8"
"MER-00286","BUS-01007","Berkah Nusantara - Computer Network Services","4816","GT_1B","50K_250K","2023-12-15","ACTIVE","ACC-0013130","00:00-23:59","10"
"MER-00287","BUS-00079","Sinar Digital - Betting-adjacent (restricted)","7995","LT_50M","GT_1M","2026-01-08","ACTIVE","ACC-0011926","09:00-21:00","9"
"MER-00288","BUS-00861","Sejahtera Digital - Precious Stones and Metals","5094","50M_250M","GT_1M","2025-05-30","ACTIVE","ACC-0012942","10:00-22:00","10"
"MER-00289","BUS-00163","Cemerlang Utama - Fast Food","5814","50M_250M","LT_50K","2024-09-07","CLOSED","ACC-0012037","08:00-17:00","11"
"MER-00290","BUS-00005","Sentosa Niaga - Grocery Stores","5411","GT_1B","50K_250K","2025-05-25","ACTIVE","ACC-0011835","10:00-22:00","2"
"MER-00291","BUS-00803","Makmur Logistik - Book Stores","5942","GT_1B","50K_250K","2026-01-11","ACTIVE","ACC-0012866","00:00-23:59","3"
"MER-00292","BUS-01100","Sejahtera Utama - Hospitals","8062","LT_50M","250K_1M","2025-11-23","ACTIVE","ACC-0013249","00:00-23:59","4"
"MER-00293","BUS-00514","Sentosa Logistik - Lodging","7011","LT_50M","250K_1M","2024-10-18","CLOSED","ACC-0012486","08:00-17:00","5"
"MER-00294","BUS-00825","Jaya Niaga - Drug Stores","5912","LT_50M","50K_250K","2023-04-12","ACTIVE","ACC-0012896","00:00-23:59","4"
"MER-00295","BUS-00091","Jaya Utama - Electronics Stores","5732","GT_1B","GT_1M","2023-06-30","ACTIVE","ACC-0011942","10:00-22:00","2"
"MER-00296","BUS-00776","Mandiri Bersama - Utilities","4900","250M_1B","250K_1M","2025-07-10","ACTIVE","ACC-0012831","09:00-21:00","5"
"MER-00297","BUS-00001","Sejahtera Perkasa - Computers and Peripherals","5045","250M_1B","GT_1M","2025-04-16","ACTIVE","ACC-0011828","00:00-23:59","6"
"MER-00298","BUS-00706","Abadi Digital - Service Stations","5541","250M_1B","50K_250K","2024-02-06","ACTIVE","ACC-0012747","10:00-22:00","2"
"MER-00299","BUS-00411","Abadi Perkasa - Service Stations","5541","50M_250M","50K_250K","2025-04-28","ACTIVE","ACC-0012350","10:00-22:00","1"
"MER-00300","BUS-00688","Maju Digital - Eating Places","5812","50M_250M","50K_250K","2024-01-25","ACTIVE","ACC-0012720","00:00-23:59","7"
"MER-00301","BUS-00952","Sentosa Logistik - Lodging","7011","50M_250M","250K_1M","2026-01-08","ACTIVE","ACC-0013059","09:00-21:00","2"
"MER-00302","BUS-00618","Makmur Logistik - Computers and Peripherals","5045","250M_1B","GT_1M","2025-03-30","ACTIVE","ACC-0012627","08:00-17:00","8"
"MER-00303","BUS-00169","Jaya Logistik - Department Stores","5311","50M_250M","250K_1M","2024-04-08","ACTIVE","ACC-0012044","00:00-23:59","5"
"MER-00304","BUS-00208","Makmur Digital - Precious Stones and Metals","5094","GT_1B","GT_1M","2023-04-19","ACTIVE","ACC-0012091","10:00-22:00","10"
"MER-00305","BUS-00055","Cemerlang Perkasa - Quasi Cash","6051","250M_1B","GT_1M","2024-02-02","ACTIVE","ACC-0011899","08:00-17:00","5"
"MER-00306","BUS-00040","Makmur Digital - Electronics Stores","5732","50M_250M","GT_1M","2023-01-17","ACTIVE","ACC-0011879","08:00-17:00","10"
"MER-00307","BUS-00822","Sejahtera Bersama - Grocery Stores","5411","GT_1B","50K_250K","2025-06-26","ACTIVE","ACC-0012891","09:00-21:00","3"
"MER-00308","BUS-00191","Abadi Niaga - Utilities","4900","250M_1B","250K_1M","2025-09-26","ACTIVE","ACC-0012072","09:00-21:00","1"
"MER-00309","BUS-00360","Harapan Utama - Misc Retail","5999","50M_250M","50K_250K","2025-01-22","ACTIVE","ACC-0012283","00:00-23:59","7"
"MER-00310","BUS-00825","Jaya Niaga - Grocery Stores","5411","LT_50M","50K_250K","2023-10-15","ACTIVE","ACC-0012896","08:00-17:00","3"
"MER-00311","BUS-00455","Lestari Digital - Department Stores","5311","GT_1B","250K_1M","2023-02-16","ACTIVE","ACC-0012408","08:00-17:00","9"
"MER-00312","BUS-00476","Mandiri Niaga - Lodging","7011","LT_50M","250K_1M","2025-09-09","ACTIVE","ACC-0012436","00:00-23:59","8"
"MER-00313","BUS-00793","Makmur Nusantara - Taxicabs and Limousines","4121","50M_250M","LT_50K","2023-07-05","ACTIVE","ACC-0012855","10:00-22:00","9"
"MER-00314","BUS-01040","Maju Logistik - Hospitals","8062","LT_50M","250K_1M","2024-04-04","ACTIVE","ACC-0013169","08:00-17:00","5"
"MER-00315","BUS-00511","Sinar Bersama - Fast Food","5814","GT_1B","LT_50K","2022-12-19","ACTIVE","ACC-0012483","09:00-21:00","7"
"MER-00316","BUS-00900","Sejahtera Logistik - Family Clothing","5651","50M_250M","50K_250K","2024-03-31","ACTIVE","ACC-0012996","09:00-21:00","2"
"MER-00317","BUS-00453","Abadi Niaga - Second Hand Stores","5933","GT_1B","50K_250K","2025-02-25","SUSPENDED","ACC-0012406","10:00-22:00","6"
"MER-00318","BUS-01100","Sejahtera Utama - Lodging","7011","50M_250M","250K_1M","2024-05-06","ACTIVE","ACC-0013249","09:00-21:00","2"
